year,month,user_id,income,expense,savings,savings_rate,expense_ratio,income_variance,expense_volatility,monthly_surplus,expense_rolling_mean,expense_spike
2020,7,U007,0.0,438.0,-438.0,0.0,0.0,29625.176827558393,204.23672790573448,-438.0,435.6666666666667,2.3333333333333144
2020,11,U007,0.0,280.0,-280.0,0.0,0.0,29625.176827558393,204.23672790573448,-280.0,427.6666666666667,-147.66666666666669
2021,8,U007,66776.0,0.0,66776.0,1.0,0.0,29625.176827558393,204.23672790573448,66776.0,239.33333333333334,-239.33333333333334
2021,11,U007,0.0,535.0,-535.0,0.0,0.0,29625.176827558393,204.23672790573448,-535.0,271.6666666666667,263.3333333333333
2022,6,U007,0.0,70.0,-70.0,0.0,0.0,29625.176827558393,204.23672790573448,-70.0,201.66666666666666,-131.66666666666666
2022,9,U007,0.0,341.0,-341.0,0.0,0.0,29625.176827558393,204.23672790573448,-341.0,315.3333333333333,25.666666666666686
2019,8,U008,0.0,225.0,-225.0,0.0,0.0,0.0,1498.5147885251488,-225.0,225.0,0.0
2019,9,U008,0.0,2823.0,-2823.0,0.0,0.0,0.0,1498.5147885251488,-2823.0,1524.0,1299.0
2020,7,U008,0.0,2137.0,-2137.0,0.0,0.0,0.0,1498.5147885251488,-2137.0,1728.3333333333333,408.66666666666674
2021,4,U008,0.0,3678.0,-3678.0,0.0,0.0,0.0,1498.5147885251488,-3678.0,2879.3333333333335,798.6666666666665
2021,12,U008,0.0,-398.0,398.0,0.0,0.0,0.0,1498.5147885251488,398.0,1805.6666666666667,-2203.666666666667
2022,1,U008,0.0,1198.0,-1198.0,0.0,0.0,0.0,1498.5147885251488,-1198.0,1492.6666666666667,-294.66666666666674
2022,11,U008,0.0,366.0,-366.0,0.0,0.0,0.0,1498.5147885251488,-366.0,388.6666666666667,-22.666666666666686
2019,2,U009,0.0,3154.0,-3154.0,0.0,0.0,0.0,1061.4350149251206,-3154.0,3154.0,0.0
2019,3,U009,0.0,692.0,-692.0,0.0,0.0,0.0,1061.4350149251206,-692.0,1923.0,-1231.0
2019,8,U009,0.0,211.0,-211.0,0.0,0.0,0.0,1061.4350149251206,-211.0,1352.3333333333333,-1141.3333333333333
2019,10,U009,0.0,764.0,-764.0,0.0,0.0,0.0,1061.4350149251206,-764.0,555.6666666666666,208.33333333333337
2020,2,U009,0.0,1982.0,-1982.0,0.0,0.0,0.0,1061.4350149251206,-1982.0,985.6666666666666,996.3333333333334
2020,6,U009,0.0,442.0,-442.0,0.0,0.0,0.0,1061.4350149251206,-442.0,1062.6666666666667,-620.6666666666667
2021,1,U009,0.0,340.0,-340.0,0.0,0.0,0.0,1061.4350149251206,-340.0,921.3333333333334,-581.3333333333334
2021,7,U009,0.0,1693.0,-1693.0,0.0,0.0,0.0,1061.4350149251206,-1693.0,825.0,868.0
2021,12,U009,0.0,128.0,-128.0,0.0,0.0,0.0,1061.4350149251206,-128.0,720.3333333333334,-592.3333333333334
2022,5,U009,0.0,678.0,-678.0,0.0,0.0,0.0,1061.4350149251206,-678.0,833.0,-155.0
2022,9,U009,0.0,2763.0,-2763.0,0.0,0.0,0.0,1061.4350149251206,-2763.0,1189.6666666666667,1573.3333333333333
2019,1,U010,0.0,852.0,-852.0,0.0,0.0,0.0,1048.0972369879705,-852.0,852.0,0.0
2019,6,U010,0.0,116.0,-116.0,0.0,0.0,0.0,1048.0972369879705,-116.0,484.0,-368.0
2019,8,U010,0.0,1246.0,-1246.0,0.0,0.0,0.0,1048.0972369879705,-1246.0,738.0,508.0
2019,12,U010,0.0,1707.0,-1707.0,0.0,0.0,0.0,1048.0972369879705,-1707.0,1023.0,684.0
2020,3,U010,0.0,159.0,-159.0,0.0,0.0,0.0,1048.0972369879705,-159.0,1037.3333333333333,-878.3333333333333
2020,9,U010,0.0,186.0,-186.0,0.0,0.0,0.0,1048.0972369879705,-186.0,684.0,-498.0
2021,3,U010,0.0,114.0,-114.0,0.0,0.0,0.0,1048.0972369879705,-114.0,153.0,-39.0
2021,5,U010,0.0,175.0,-175.0,0.0,0.0,0.0,1048.0972369879705,-175.0,158.33333333333334,16.666666666666657
2021,11,U010,0.0,1478.0,-1478.0,0.0,0.0,0.0,1048.0972369879705,-1478.0,589.0,889.0
2022,2,U010,0.0,263.0,-263.0,0.0,0.0,0.0,1048.0972369879705,-263.0,638.6666666666666,-375.66666666666663
2022,4,U010,0.0,3480.0,-3480.0,0.0,0.0,0.0,1048.0972369879705,-3480.0,1740.3333333333333,1739.6666666666667
2019,2,U011,0.0,1069.0,-1069.0,0.0,0.0,24770.441110649936,1393.5280263755435,-1069.0,1069.0,0.0
2019,4,U011,0.0,1076.0,-1076.0,0.0,0.0,24770.441110649936,1393.5280263755435,-1076.0,1072.5,3.5
2019,5,U011,0.0,280.0,-280.0,0.0,0.0,24770.441110649936,1393.5280263755435,-280.0,808.3333333333334,-528.3333333333334
2019,8,U011,61099.0,0.0,61099.0,1.0,0.0,24770.441110649936,1393.5280263755435,61099.0,452.0,-452.0
2019,12,U011,0.0,866.0,-866.0,0.0,0.0,24770.441110649936,1393.5280263755435,-866.0,382.0,484.0
2020,1,U011,0.0,510.0,-510.0,0.0,0.0,24770.441110649936,1393.5280263755435,-510.0,458.6666666666667,51.333333333333314
2020,3,U011,72563.0,0.0,72563.0,1.0,0.0,24770.441110649936,1393.5280263755435,72563.0,458.6666666666667,-458.6666666666667
2020,5,U011,45790.0,0.0,45790.0,1.0,0.0,24770.441110649936,1393.5280263755435,45790.0,170.0,-170.0
2020,10,U011,0.0,126.0,-126.0,0.0,0.0,24770.441110649936,1393.5280263755435,-126.0,42.0,84.0
2021,3,U011,0.0,177.0,-177.0,0.0,0.0,24770.441110649936,1393.5280263755435,-177.0,101.0,76.0
2021,7,U011,0.0,479.0,-479.0,0.0,0.0,24770.441110649936,1393.5280263755435,-479.0,260.6666666666667,218.33333333333331
2021,8,U011,0.0,77.0,-77.0,0.0,0.0,24770.441110649936,1393.5280263755435,-77.0,244.33333333333334,-167.33333333333334
2021,12,U011,0.0,39.0,-39.0,0.0,0.0,24770.441110649936,1393.5280263755435,-39.0,198.33333333333334,-159.33333333333334
2022,1,U011,0.0,170.0,-170.0,0.0,0.0,24770.441110649936,1393.5280263755435,-170.0,95.33333333333333,74.66666666666667
2022,2,U011,0.0,3769.0,-3769.0,0.0,0.0,24770.441110649936,1393.5280263755435,-3769.0,1326.0,2443.0
2022,4,U011,0.0,4892.0,-4892.0,0.0,0.0,24770.441110649936,1393.5280263755435,-4892.0,2943.6666666666665,1948.3333333333335
2022,5,U011,39155.0,0.0,39155.0,1.0,0.0,24770.441110649936,1393.5280263755435,39155.0,2887.0,-2887.0
2019,3,U012,0.0,233.0,-233.0,0.0,0.0,0.0,205.85015354447933,-233.0,233.0,0.0
2019,4,U012,0.0,528.0,-528.0,0.0,0.0,0.0,205.85015354447933,-528.0,380.5,147.5
2020,8,U012,0.0,485.0,-485.0,0.0,0.0,0.0,205.85015354447933,-485.0,415.3333333333333,69.66666666666669
2020,11,U012,0.0,350.0,-350.0,0.0,0.0,0.0,205.85015354447933,-350.0,454.3333333333333,-104.33333333333331
2022,2,U012,0.0,67.0,-67.0,0.0,0.0,0.0,205.85015354447933,-67.0,300.6666666666667,-233.66666666666669
2022,5,U012,0.0,90.0,-90.0,0.0,0.0,0.0,205.85015354447933,-90.0,169.0,-79.0
2022,12,U012,0.0,21.0,-21.0,0.0,0.0,0.0,205.85015354447933,-21.0,59.333333333333336,-38.333333333333336
2020,1,U013,0.0,159.0,-159.0,0.0,0.0,23706.072483045955,393.30752538415726,-159.0,159.0,0.0
2020,12,U013,0.0,872.0,-872.0,0.0,0.0,23706.072483045955,393.30752538415726,-872.0,515.5,356.5
2021,1,U013,0.0,433.0,-433.0,0.0,0.0,23706.072483045955,393.30752538415726,-433.0,488.0,-55.0
2021,5,U013,46462.0,262.0,46200.0,0.9943609831690412,0.0056390168309586,23706.072483045955,393.30752538415726,46200.0,522.3333333333334,-260.33333333333337
2022,10,U013,28536.0,0.0,28536.0,1.0,0.0,23706.072483045955,393.30752538415726,28536.0,231.66666666666666,-231.66666666666666
2022,11,U013,51984.0,0.0,51984.0,1.0,0.0,23706.072483045955,393.30752538415726,51984.0,87.33333333333333,-87.33333333333333
2022,12,U013,0.0,956.0,-956.0,0.0,0.0,23706.072483045955,393.30752538415726,-956.0,318.6666666666667,637.3333333333333
2019,2,U014,0.0,118.0,-118.0,0.0,0.0,17755.39858097336,955.7038820975932,-118.0,118.0,0.0
2019,3,U014,0.0,70.0,-70.0,0.0,0.0,17755.39858097336,955.7038820975932,-70.0,94.0,-24.0
2019,7,U014,0.0,70.0,-70.0,0.0,0.0,17755.39858097336,955.7038820975932,-70.0,86.0,-16.0
2019,9,U014,0.0,592.0,-592.0,0.0,0.0,17755.39858097336,955.7038820975932,-592.0,244.0,348.0
2020,1,U014,0.0,71.0,-71.0,0.0,0.0,17755.39858097336,955.7038820975932,-71.0,244.33333333333334,-173.33333333333334
2021,1,U014,0.0,2861.0,-2861.0,0.0,0.0,17755.39858097336,955.7038820975932,-2861.0,1174.6666666666667,1686.3333333333333
2021,3,U014,0.0,1398.0,-1398.0,0.0,0.0,17755.39858097336,955.7038820975932,-1398.0,1443.3333333333333,-45.33333333333326
2021,9,U014,0.0,248.0,-248.0,0.0,0.0,17755.39858097336,955.7038820975932,-248.0,1502.3333333333333,-1254.3333333333333
2021,10,U014,0.0,401.0,-401.0,0.0,0.0,17755.39858097336,955.7038820975932,-401.0,682.3333333333334,-281.33333333333337
2022,2,U014,64018.0,0.0,64018.0,1.0,0.0,17755.39858097336,955.7038820975932,64018.0,216.33333333333334,-216.33333333333334
2022,3,U014,0.0,356.0,-356.0,0.0,0.0,17755.39858097336,955.7038820975932,-356.0,252.33333333333334,103.66666666666666
2022,8,U014,0.0,384.0,-384.0,0.0,0.0,17755.39858097336,955.7038820975932,-384.0,246.66666666666666,137.33333333333334
2022,10,U014,0.0,2506.0,-2506.0,0.0,0.0,17755.39858097336,955.7038820975932,-2506.0,1082.0,1424.0
2019,1,U015,0.0,267.0,-267.0,0.0,0.0,23459.0,701.2081439281144,-267.0,267.0,0.0
2019,2,U015,0.0,1560.0,-1560.0,0.0,0.0,23459.0,701.2081439281144,-1560.0,913.5,646.5
2019,5,U015,0.0,423.0,-423.0,0.0,0.0,23459.0,701.2081439281144,-423.0,750.0,-327.0
2019,7,U015,0.0,37.0,-37.0,0.0,0.0,23459.0,701.2081439281144,-37.0,673.3333333333334,-636.3333333333334
2020,2,U015,0.0,1985.0,-1985.0,0.0,0.0,23459.0,701.2081439281144,-1985.0,815.0,1170.0
2020,6,U015,70377.0,196.0,70181.0,0.9972149992184948,0.0027850007815053,23459.0,701.2081439281144,70181.0,739.3333333333334,-543.3333333333334
2020,11,U015,0.0,369.0,-369.0,0.0,0.0,23459.0,701.2081439281144,-369.0,850.0,-481.0
2021,6,U015,0.0,597.0,-597.0,0.0,0.0,23459.0,701.2081439281144,-597.0,387.3333333333333,209.66666666666669
2021,7,U015,0.0,1405.0,-1405.0,0.0,0.0,23459.0,701.2081439281144,-1405.0,790.3333333333334,614.6666666666666
2019,3,U016,0.0,223.0,-223.0,0.0,0.0,23933.334426067755,566.8484378695522,-223.0,223.0,0.0
2019,5,U016,0.0,551.0,-551.0,0.0,0.0,23933.334426067755,566.8484378695522,-551.0,387.0,164.0
2019,9,U016,0.0,1723.0,-1723.0,0.0,0.0,23933.334426067755,566.8484378695522,-1723.0,832.3333333333334,890.6666666666666
2019,10,U016,0.0,78.0,-78.0,0.0,0.0,23933.334426067755,566.8484378695522,-78.0,784.0,-706.0
2019,11,U016,0.0,272.0,-272.0,0.0,0.0,23933.334426067755,566.8484378695522,-272.0,691.0,-419.0
2020,4,U016,0.0,759.0,-759.0,0.0,0.0,23933.334426067755,566.8484378695522,-759.0,369.6666666666667,389.3333333333333
2020,6,U016,0.0,118.0,-118.0,0.0,0.0,23933.334426067755,566.8484378695522,-118.0,383.0,-265.0
2020,12,U016,70968.0,160.0,70808.0,0.9977454627437718,0.0022545372562281,23933.334426067755,566.8484378695522,70808.0,345.6666666666667,-185.66666666666669
2021,3,U016,49797.0,162.0,49635.0,0.9967467919754202,0.0032532080245797,23933.334426067755,566.8484378695522,49635.0,146.66666666666666,15.333333333333343
2021,5,U016,0.0,546.0,-546.0,0.0,0.0,23933.334426067755,566.8484378695522,-546.0,289.3333333333333,256.6666666666667
2022,7,U016,0.0,201.0,-201.0,0.0,0.0,23933.334426067755,566.8484378695522,-201.0,303.0,-102.0
2022,10,U016,0.0,1599.0,-1599.0,0.0,0.0,23933.334426067755,566.8484378695522,-1599.0,782.0,817.0
2019,2,U017,0.0,127.0,-127.0,0.0,0.0,23471.940211192123,247.78720709512024,-127.0,127.0,0.0
2019,10,U017,0.0,622.0,-622.0,0.0,0.0,23471.940211192123,247.78720709512024,-622.0,374.5,247.5
2020,1,U017,0.0,405.0,-405.0,0.0,0.0,23471.940211192123,247.78720709512024,-405.0,384.6666666666667,20.333333333333314
2020,5,U017,0.0,450.0,-450.0,0.0,0.0,23471.940211192123,247.78720709512024,-450.0,492.3333333333333,-42.333333333333314
2020,9,U017,0.0,593.0,-593.0,0.0,0.0,23471.940211192123,247.78720709512024,-593.0,482.6666666666667,110.33333333333331
2020,11,U017,0.0,71.0,-71.0,0.0,0.0,23471.940211192123,247.78720709512024,-71.0,371.3333333333333,-300.3333333333333
2020,12,U017,0.0,189.0,-189.0,0.0,0.0,23471.940211192123,247.78720709512024,-189.0,284.3333333333333,-95.33333333333331
2022,6,U017,62771.0,0.0,62771.0,1.0,0.0,23471.940211192123,247.78720709512024,62771.0,86.66666666666667,-86.66666666666667
2022,12,U017,40706.0,0.0,40706.0,1.0,0.0,23471.940211192123,247.78720709512024,40706.0,63.0,-63.0
2019,2,U018,0.0,1052.0,-1052.0,0.0,0.0,17314.590473722656,497.8032470035453,-1052.0,1052.0,0.0
2019,3,U018,0.0,122.0,-122.0,0.0,0.0,17314.590473722656,497.8032470035453,-122.0,587.0,-465.0
2019,6,U018,0.0,1258.0,-1258.0,0.0,0.0,17314.590473722656,497.8032470035453,-1258.0,810.6666666666666,447.33333333333337
2020,3,U018,0.0,60.0,-60.0,0.0,0.0,17314.590473722656,497.8032470035453,-60.0,480.0,-420.0
2020,4,U018,0.0,682.0,-682.0,0.0,0.0,17314.590473722656,497.8032470035453,-682.0,666.6666666666666,15.333333333333371
2020,6,U018,0.0,84.0,-84.0,0.0,0.0,17314.590473722656,497.8032470035453,-84.0,275.3333333333333,-191.33333333333331
2020,7,U018,57426.0,0.0,57426.0,1.0,0.0,17314.590473722656,497.8032470035453,57426.0,255.33333333333334,-255.33333333333334
2020,9,U018,0.0,71.0,-71.0,0.0,0.0,17314.590473722656,497.8032470035453,-71.0,51.666666666666664,19.333333333333336
2020,12,U018,0.0,103.0,-103.0,0.0,0.0,17314.590473722656,497.8032470035453,-103.0,58.0,45.0
2021,4,U018,0.0,1125.0,-1125.0,0.0,0.0,17314.590473722656,497.8032470035453,-1125.0,433.0,692.0
2022,10,U018,0.0,135.0,-135.0,0.0,0.0,17314.590473722656,497.8032470035453,-135.0,454.3333333333333,-319.3333333333333
2019,1,U019,0.0,104.0,-104.0,0.0,0.0,13261.217591156552,1371.232544941846,-104.0,104.0,0.0
2019,2,U019,0.0,762.0,-762.0,0.0,0.0,13261.217591156552,1371.232544941846,-762.0,433.0,329.0
2019,4,U019,0.0,5166.0,-5166.0,0.0,0.0,13261.217591156552,1371.232544941846,-5166.0,2010.6666666666667,3155.333333333333
2019,8,U019,0.0,1421.0,-1421.0,0.0,0.0,13261.217591156552,1371.232544941846,-1421.0,2449.6666666666665,-1028.6666666666665
2019,9,U019,0.0,854.0,-854.0,0.0,0.0,13261.217591156552,1371.232544941846,-854.0,2480.3333333333335,-1626.3333333333335
2019,11,U019,0.0,232.0,-232.0,0.0,0.0,13261.217591156552,1371.232544941846,-232.0,835.6666666666666,-603.6666666666666
2020,2,U019,0.0,535.0,-535.0,0.0,0.0,13261.217591156552,1371.232544941846,-535.0,540.3333333333334,-5.333333333333371
2020,5,U019,0.0,36.0,-36.0,0.0,0.0,13261.217591156552,1371.232544941846,-36.0,267.6666666666667,-231.66666666666669
2021,1,U019,0.0,451.0,-451.0,0.0,0.0,13261.217591156552,1371.232544941846,-451.0,340.6666666666667,110.33333333333331
2021,4,U019,47814.0,0.0,47814.0,1.0,0.0,13261.217591156552,1371.232544941846,47814.0,162.33333333333334,-162.33333333333334
2021,7,U019,0.0,96.0,-96.0,0.0,0.0,13261.217591156552,1371.232544941846,-96.0,182.33333333333334,-86.33333333333334
2022,3,U019,0.0,192.0,-192.0,0.0,0.0,13261.217591156552,1371.232544941846,-192.0,96.0,96.0
2022,8,U019,0.0,645.0,-645.0,0.0,0.0,13261.217591156552,1371.232544941846,-645.0,311.0,334.0
2019,4,U020,0.0,823.0,-823.0,0.0,0.0,26906.05155756195,4264.312143188566,-823.0,823.0,0.0
2019,8,U020,0.0,424.0,-424.0,0.0,0.0,26906.05155756195,4264.312143188566,-424.0,623.5,-199.5
2020,1,U020,59787.0,0.0,59787.0,1.0,0.0,26906.05155756195,4264.312143188566,59787.0,415.6666666666667,-415.6666666666667
2020,7,U020,0.0,648.0,-648.0,0.0,0.0,26906.05155756195,4264.312143188566,-648.0,357.3333333333333,290.6666666666667
2020,12,U020,0.0,870.0,-870.0,0.0,0.0,26906.05155756195,4264.312143188566,-870.0,506.0,364.0
2021,5,U020,0.0,132.0,-132.0,0.0,0.0,26906.05155756195,4264.312143188566,-132.0,550.0,-418.0
2021,12,U020,72496.0,0.0,72496.0,1.0,0.0,26906.05155756195,4264.312143188566,72496.0,334.0,-334.0
2022,1,U020,0.0,120.0,-120.0,0.0,0.0,26906.05155756195,4264.312143188566,-120.0,84.0,36.0
2022,5,U020,0.0,14550.0,-14550.0,0.0,0.0,26906.05155756195,4264.312143188566,-14550.0,4890.0,9660.0
2022,7,U020,0.0,764.0,-764.0,0.0,0.0,26906.05155756195,4264.312143188566,-764.0,5144.666666666667,-4380.666666666667
2022,10,U020,0.0,736.0,-736.0,0.0,0.0,26906.05155756195,4264.312143188566,-736.0,5350.0,-4614.0
2019,6,U021,0.0,3107.0,-3107.0,0.0,0.0,38872.37583753462,1140.094302319689,-3107.0,3107.0,0.0
2019,8,U021,0.0,132.0,-132.0,0.0,0.0,38872.37583753462,1140.094302319689,-132.0,1619.5,-1487.5
2020,5,U021,83971.0,0.0,83971.0,1.0,0.0,38872.37583753462,1140.094302319689,83971.0,1079.6666666666667,-1079.6666666666667
2020,6,U021,0.0,2980.0,-2980.0,0.0,0.0,38872.37583753462,1140.094302319689,-2980.0,1037.3333333333333,1942.6666666666667
2020,9,U021,0.0,48.0,-48.0,0.0,0.0,38872.37583753462,1140.094302319689,-48.0,1009.3333333333334,-961.3333333333334
2020,11,U021,0.0,105.0,-105.0,0.0,0.0,38872.37583753462,1140.094302319689,-105.0,1044.3333333333333,-939.3333333333333
